Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Alffonsso Tomás;Alffonsso Tomás (P732 in AMSPO FSV);AMSPO-P732;Q16;AMSPO-P732;;;;;;;D45-Alffonsso;D45-Tomás;D45-Çapatero;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
Alfonso;Alfonso (D10PB1 in AMSPO FSV);AMSPO-D10PB1;Q16;AMSPO-D10PB1;;;;;;;D10-Alfonso;;;;;;D10P613;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Alfonso;Alfonso (P2 in AMSPO FSV);AMSPO-P2;Q16;AMSPO-P2;;;;;;;D21-Alfonso;;D21-Escriván;;;;;;;;;;;;;;;;;;;;;;D21;;;;;;;;;;;;;;;
Alfonso Andreo;Alfonso Andreo (P118 in AMSPO FSV);AMSPO-P118;Q16;AMSPO-P118;;;;;;;D61-Alfonso;D61-Andreo;;;;;;;;;;;;;;;;;;;;;;;D61;;;;;;;;;;;;;;;
Alfonso Díaz de Trasona;Alfonso Díaz de Trasona (P131 in AMSPO FSV);AMSPO-P131;Q16;AMSPO-P131;;;;;;;D126-Alfonso;D126-Díaz de Trasona;;;;;;;;;;;;;;;;;;;;;;;D126;;;;;;;;;;;;;;;
Alfonso Ferrándiz;Alfonso Ferrándiz (P167 in AMSPO FSV);AMSPO-P167;Q16;AMSPO-P167;;;;;;;D72-Alfonso;D72-Ferrándiz;D72-Escrivano;;;;;;;;D72P115;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Alfonso Ferrándiz;Alfonso Ferrándiz (P158 in AMSPO FSV);AMSPO-P158;Q16;AMSPO-P158;;;;;;;D121-Alfonso;D121-Ferrándiz;D121-Carniçero;;;;D121P200;;;;;;;;;;;;;;;;;;D121;;;;;;;;;;;;;;;
Alfonso Ferrándiz de Çepedal;Alfonso Ferrándiz de Çepedal (P166 in AMSPO FSV);AMSPO-P166;Q16;AMSPO-P166;;;;;;;D124-Alfonso;D124-Ferrándiz de Çepedal;;;;;;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;;
Alfonso Ferrándiz del Rosal;Alfonso Ferrándiz del Rosal (P161 in AMSPO FSV);AMSPO-P161;Q16;AMSPO-P161;;;;;;;D56-Alfonso;D56-Ferrándiz del Rosal;D56-Oriz;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Alfonso Ferrándoz;Alfonso Ferrándoz (P164 in AMSPO FSV);AMSPO-P164;Q16;AMSPO-P164;;;;;;;D102-Alfonso;D102-Ferrándoz;D102-Escrivano;;;;;;;;;;;;;;;;;;;;;;D102;;;;;;;;;;;;;;;
Alfonso Garçía;Alfonso Garçía (P264 in AMSPO FSV);AMSPO-P264;Q16;AMSPO-P264;;;;;;;D112-Alfonso;D112-Garçía;D112-Andador;;;;;;;;;;;;;;;;;;;;;;D112;;;;;;;;;;;;;;;
Alfonso Iohan;Alfonso Iohan (P338 in AMSPO FSV);AMSPO-P338;Q16;AMSPO-P338;;;;;;;D56-Alfonso;D56-Iohan;D56-Entrogio;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Alfonso Iohan;Alfonso Iohan (P337 in AMSPO FSV);AMSPO-P337;Q16;AMSPO-P337;;;;;;;D101-Alfonso;D101-Iohan;;;;;;;;;;;D101-Mal Cabello;;;;;;;;;;;;D101;;;;;;;;;;;;;;;
Alfonso Martínez;Alfonso Martínez (P369 in AMSPO FSV);AMSPO-P369;Q16;AMSPO-P369;;;;;;;D15-Alfonso;D15-Martínez;D15-Mercador;;;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Alfonso Martíniz;Alfonso Martíniz (P370 in AMSPO FSV);AMSPO-P370;Q16;AMSPO-P370;;;;;;;D89-Alfonso;D89-Martíniz;D89-Monge del Monesterio de San Veçente de Ouiedo;;;;;;;;;D89-Oviedo;;;;;;;;;;;;;D89;;;;;;;;;;;;;;;
Alfonso Michel;Alfonso Michel (P422 in AMSPO FSV);AMSPO-P422;Q16;AMSPO-P422;;;;;;;D7-Alfonso;D7-Michel;;;D7-Faro;;;;;;;;;;;;;;;;;;;;D7;;;;;;;;;;;;;;;
Alfonso Moro de Villanova;Alfonso Moro de Villanova (P424 in AMSPO FSV);AMSPO-P424;Q16;AMSPO-P424;;;;;;;D53-Alfonso;D53-Moro de Villanova;;;;;;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Alfonso Peláez de Barredo;Alfonso Peláez de Barredo (P447 in AMSPO FSV);AMSPO-P447;Q16;AMSPO-P447;;;;;;;D41-Alfonso;D41-Peláez de Barredo;D41-Escudero;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P488 in AMSPO FSV);AMSPO-P488;Q16;AMSPO-P488;;;;;;;D52-Alfonso;D52-Pérez;D52-Bochar;;;;;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P477 in AMSPO FSV);AMSPO-P477;Q16;AMSPO-P477;;;;;;;D92-Alfonso;D92-Pérez;;;;;D92PB1;;;;;;;;;;;;;;;;;;D92;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P468 in AMSPO FSV);AMSPO-P468;Q16;AMSPO-P468;;;;;;;D53-Alfonso;D53-Pérez;D53-Mercador;D53PB1;;;;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P474 in AMSPO FSV);AMSPO-P474;Q16;AMSPO-P474;;;;;;;D28-Alfonso;D28-Pérez;D28-Andador del conçello;;;;;;;;;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P480 in AMSPO FSV);AMSPO-P480;Q16;AMSPO-P480;;;;;;;D125-Alfonso;D125-Pérez;D125-Capellán;;;;;;;;;D125-Ranezes;;;;;;;;;;;;;D125;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P463 in AMSPO FSV);AMSPO-P463;Q16;AMSPO-P463;;;;;;;D84-Alfonso;D84-Pérez;D84-Canónigo;;;;;;;;;;;;D84P19;;;;;;;;;;D84;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P470 in AMSPO FSV);AMSPO-P470;Q16;AMSPO-P470;;;;;;;D40-Alfonso;D40-Pérez;D40-Carpentero;;;;;;;;;;;;;;;;;;;;;;D40;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P479 in AMSPO FSV);AMSPO-P479;Q16;AMSPO-P479;;;;;;;D80-Alfonso;D80-Pérez;D80-Criado;;;;;;;;D80P442;;;;;;;;;;;;;;D80;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P464 in AMSPO FSV);AMSPO-P464;Q16;AMSPO-P464;;;;;;;D46-Alfonso;D46-Pérez;D46-Carpentero|D46-Criado;;;;;;;;D46PB2;;;;;;;;;;;;;;D46;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P471 in AMSPO FSV);AMSPO-P471;Q16;AMSPO-P471;;;;;;;D121-Alfonso;D121-Pérez;D121-Tellero;;;;;;;;;;;;;;;;;;;;;;D121;;;;;;;;;;;;;;;
Alfonso Pérez Colerguete;Alfonso Pérez Colerguete (P466 in AMSPO FSV);AMSPO-P466;Q16;AMSPO-P466;;;;;;;D24-Alfonso;D24-Pérez Colerguete;;;;;;;;;;;;;;;;;;;;;;;D24;;;;;;;;;;;;;;;
Alfonso Pérez de Godos;Alfonso Pérez de Godos (P481 in AMSPO FSV);AMSPO-P481;Q16;AMSPO-P481;;;;;;;D98-Alfonso;D98-Pérez de Godos;;;;;;;;;;;;;;;;;;;;;;;D98;;;;;;;;;;;;;;;
Alfonso Pérez de Otero;Alfonso Pérez de Otero (P484 in AMSPO FSV);AMSPO-P484;Q16;AMSPO-P484;;;;;;;D89-Alfonso;D89-Pérez de Otero;;;;;;;;;;;;;;;;;;;;;;;D89;;;;;;;;;;;;;;;
Alfonso Pérez de Palonbar;Alfonso Pérez de Palonbar (P465 in AMSPO FSV);AMSPO-P465;Q16;AMSPO-P465;;;;;;;D13-Alfonso;D13-Pérez de Palonbar;D13-Clérigo;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Alfonso Pérez de Paniçal;Alfonso Pérez de Paniçal (P482 in AMSPO FSV);AMSPO-P482;Q16;AMSPO-P482;;;;;;;D125-Alfonso;D125-Pérez de Paniçal;;;;;;;;;;;;;;;;;;;;;;;D125;;;;;;;;;;;;;;;
Alfonso Pérez de San Miguel de la Premanna;Alfonso Pérez de San Miguel de la Premanna (P485 in AMSPO FSV);AMSPO-P485;Q16;AMSPO-P485;;;;;;;D51-Alfonso;D51-Pérez de San Miguel de la Premanna;;;;D51P40|D51P63;;;;;;;;;;;;;;;;;;;D51;;;;;;;;;;;;;;;
Alfonso Rodríguez de Ondes;Alfonso Rodríguez de Ondes (P613 in AMSPO FSV);AMSPO-P613;Q16;AMSPO-P613;;;;;;;D10-Alfonso;D10-Rodríguez de Ondes;;;;D10PB1;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Alfonso Suáriz Gurrión;Alfonso Suáriz Gurrión (P683 in AMSPO FSV);AMSPO-P683;Q16;AMSPO-P683;;;;;;;D51-Alfonso;D51-Suáriz Gurrión;;;;;;;;;;;;;;;;;;;;;;;D51;;;;;;;;;;;;;;;
Alfonso Tebiera;Alfonso Tebiera (D78PB1 in AMSPO FSV);AMSPO-D78PB1;Q16;AMSPO-D78PB1;;;;;;;D78-Alfonso;D78-Tebiera;;;;;;;;;;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
Alfonso Toro de Cavallal;Alfonso Toro de Cavallal (P733 in AMSPO FSV);AMSPO-P733;Q16;AMSPO-P733;;;;;;;D110-Alfonso;D110-Toro de Cavallal;;;;;;;;;;;;;;;;;;;;;;;D110;;;;;;;;;;;;;;;
Alfonso Yánnez;Alfonso Yánnez (P741 in AMSPO FSV);AMSPO-P741;Q16;AMSPO-P741;;;;;;;D120-Alfonso;D120-Yánnez;D120-Corredor;;;;;;;;;;;;;;;;;;;;;;D120;;;;;;;;;;;;;;;
Alfonso Álvariz;Alfonso Álvariz (P90 in AMSPO FSV);AMSPO-P90;Q16;AMSPO-P90;;;;;;;D84-Alfonso;D84-Álvariz;;;;;D84P494;;D84P58;;;;;;;;;;;;;;;;D84;;;;;;;;;;;;;;;
Aluar Alfonso;Aluar Alfonso (P4 in AMSPO FSV);AMSPO-P4;Q16;AMSPO-P4;;;;;;;D124-Aluar;D124-Alfonso;;;;D124P102;;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;D124Death_1;
Aluar Garçía;Aluar Garçía (D69PB2 in AMSPO FSV);AMSPO-D69PB2;Q16;AMSPO-D69PB2;;;;;;;D69-Aluar;D69-Garçía;;;;D69P273;;;;;;;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Aluar Suárez;Aluar Suárez (P687 in AMSPO FSV);AMSPO-P687;Q16;AMSPO-P687;;;;;;;D123-Aluar;D123-Suárez;;;;;D123P407;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Alvar Fernández;Alvar Fernández (P170 in AMSPO FSV);AMSPO-P170;Q16;AMSPO-P170;;;;;;;D126-Alvar;D126-Fernández;D126-Mongie del Monesterio de San Vecenti de Oviedo;;;;;;;;;;;;;;;;;;;;;;D126;;;;;;;;;;;;;;;
Alvar Ferrándiz;Alvar Ferrándiz (P169 in AMSPO FSV);AMSPO-P169;Q16;AMSPO-P169;;;;;;;D91-Alvar;D91-Ferrándiz;D91-Oriz;;D91-Oviedo;;;;;;;;;;;;;;;;;;;;D91;;;;;;;;;;;;;;;
Alvar Garçía;Alvar Garçía (P266 in AMSPO FSV);AMSPO-P266;Q16;AMSPO-P266;;;;;;;D119-Alvar|D125-Alvar|D121-Alvar|D122-Alvar|D123-Alvar|D120-Alvar|D124-Alvar|D117-Alvar|D115-Alvar|D118-Alvar;D117-Garçía|D119-Garçía|D121-Garçía|D115-Garçía|D120-Garçía|D125-Garçía|D123-Garçía|D118-Garçía|D124-Garçía|D122-Garçía;;;;;;D125-Notario póblico del rey en la pobla de Grado|D118-Notario público del rey en la Pobla de Grado|D121-Notario póblico del rey en la pobla de Grado|D119-Notario póblico del rey en la pobla de Grado|D115-Notario público del rey en la Pobla de Grado|D117-Notario póblico del rey en la pobla de Grado|D124-Notario póblico del rey en la pobla de Grado|D120-Notario póblico del rey en la pobla de Grado|D122-Notario póblico del rey en la pobla de Grado|D123-Notario póblico del rey en la pobla de Grado;;;;;;;;;;;;;;;;;D115|D117|D118|D119|D120|D121|D122|D123|D124|D125;;;;;;;;;;;;;;;
Alvar Garçía de Loriana;Alvar Garçía de Loriana (P265 in AMSPO FSV);AMSPO-P265;Q16;AMSPO-P265;;;;;;;D23-Alvar;D23-Garçía de Loriana;;;;;;;;;;;;;;;;;;;;;;;D23;;;;;;;;;;;;;;;
Alvar Gonçáliz;Alvar Gonçáliz (P295 in AMSPO FSV);AMSPO-P295;Q16;AMSPO-P295;;;;;;;D104-Alvar;D104-Gonçáliz;;;;;;;;;;;;;;;;;;;;;;Don;D104;;;;;;;;;;;;;;;
Alvar Gonçáliz;Alvar Gonçáliz (P294 in AMSPO FSV);AMSPO-P294;Q16;AMSPO-P294;;;;;;;D11-Alvar;D11-Gonçáliz;;;;;;;;;;;;;;;;;;;;;;;D11;;;;;;;;;;;;;;;
Alvar Gutiérriz;Alvar Gutiérriz (P325 in AMSPO FSV);AMSPO-P325;Q16;AMSPO-P325;;;;;;;D28-Alvar;D28-Gutiérriz;;;;;;;;;;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Alvar Martínez de la Rúa;Alvar Martínez de la Rúa (P373 in AMSPO FSV);AMSPO-P373;Q16;AMSPO-P373;;;;;;;D114-Alvar;D114-Martínez de la Rúa;;;;;;;;;;;;;;;;;;;;;;;D114;;;;;;;;;;;;;;;
Alvar Martíniz;Alvar Martíniz (P372 in AMSPO FSV);AMSPO-P372;Q16;AMSPO-P372;;;;;;;D116-Alvar;D116-Martíniz;D116-Portero del Monesterio de San Viçenti;;;;;;;;;D116-Oviedo;;;;;;;;;;;;;D116;;;;;;;;;;;;;;;
Alvar Martíniz de La Vega;Alvar Martíniz de La Vega (P374 in AMSPO FSV);AMSPO-P374;Q16;AMSPO-P374;;;;;;;D73-Alvar;D73-Martíniz de La Vega;;;;;;;;;;;;;;;;;;;;;;;D73;;;;;;;;;;;;;;;
Alvar Menéndiz de Berçió;Alvar Menéndiz de Berçió (P415 in AMSPO FSV);AMSPO-P415;Q16;AMSPO-P415;;;;;;;D124-Alvar;D124-Menéndiz de Berçió;;;;;;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;;
Alvar Nieto;Alvar Nieto (P438 in AMSPO FSV);AMSPO-P438;Q16;AMSPO-P438;;;;;;;D88-Alvar|D86-Alvar;D88-Nieto|D86-Nieto de la Pobla;;;;;;;;;;;;;;;;;;;;;;;D86|D88;;;;;;;;;;;;;;;
Alvar Peláiz;Alvar Peláiz (P451 in AMSPO FSV);AMSPO-P451;Q16;AMSPO-P451;;;;;;;D74-Alvar;D74-Peláiz;;;D74-Pravia;;;;;;;;;;;;;;;;;;;;D74;;;;;;;;;;;;;;;
Alvar Peláiz;Alvar Peláiz (P450 in AMSPO FSV);AMSPO-P450;Q16;AMSPO-P450;;;;;;;D63-Alvar;D63-Peláiz;D63-Ferrero;;;;;;;;;;;;;;;;;;;;;;D63;;;;;;;;;;;;;;;
Alvar Pérez;Alvar Pérez (P490 in AMSPO FSV);AMSPO-P490;Q16;AMSPO-P490;;;;;;;D26-Alvar;D26-Pérez;;;;;D26P460;;;;;;;;;;;;;;;;;;D26;;;;;;;;;;;;;;;
Alvar Pérez;Alvar Pérez (P494 in AMSPO FSV);AMSPO-P494;Q16;AMSPO-P494;;;;;;;D84-Alvar;D84-Pérez;;D84P58;;D84P90|D84P113|D84P105;;;;;;;;;;;;;;;;;;;D84;;;;;;;;;;;;;;D84Death_1;
Alvar Pérez;Alvar Pérez (P491 in AMSPO FSV);AMSPO-P491;Q16;AMSPO-P491;;;;;;;D15-Alvar;D15-Pérez;D15-Clérigo;;D15-Godos;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Alvar Pérez;Alvar Pérez (P489 in AMSPO FSV);AMSPO-P489;Q16;AMSPO-P489;;;;;;;D114-Alvar;D114-Pérez;;;;;;;;;;;;;;;;;;;;;;;D114;;;;;;;;;;;;;;;
Alvar Pérez;Alvar Pérez (D120PB2 in AMSPO FSV);AMSPO-D120PB2;Q16;AMSPO-D120PB2;;;;;;;D120-Alvar;D120-Pérez;;;;;;;;;;;;;;;;;;;;;;;D120;;;;;;;;;;;;;;;
Alvar Pérez;Alvar Pérez (P492 in AMSPO FSV);AMSPO-P492;Q16;AMSPO-P492;;;;;;;D79-Alvar;D79-Pérez;D79-Alfayate;;;;;;;;;;;;;;;;;;;;;;D79;;;;;;;;;;;;;;;
Alvar Pérez de Çenales;Alvar Pérez de Çenales (P495 in AMSPO FSV);AMSPO-P495;Q16;AMSPO-P495;;;;;;;D45-Alvar;D45-Pérez de Çenales;;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
Alvar Périz;Alvar Périz (P493 in AMSPO FSV);AMSPO-P493;Q16;AMSPO-P493;;;;;;;D58-Alvar|D65-Alvar;D58-Périz|D65-Pérez;;;D58-Borondes;;D58P726|D65P726;;D58P107|D65P107;;;;;;;;;;;;;;;;D58|D65;;;;;;;;;;;;;;;
Alvar Rodríguiz;Alvar Rodríguiz (P618 in AMSPO FSV);AMSPO-P618;Q16;AMSPO-P618;;;;;;;D82-Alvar;D82-Rodríguiz;D82-Capellán;;;D82P79;;;;;;D82-Santiago_Aces;;;;;;;;;;;;;D82;;;;;;;;;;;;;;;
Alvar Rodríguiz;Alvar Rodríguiz (P616 in AMSPO FSV);AMSPO-P616;Q16;AMSPO-P616;;;;;;;D1-Alvar;D1-Rodríguiz;;;;;;D1-Notario póblico del rey en Abillés;;;;;;;;;;;;;;;;;D1;;;;;;;;;;;;;;;
Alvar Suárez;Alvar Suárez (P691 in AMSPO FSV);AMSPO-P691;Q16;AMSPO-P691;;;;;;;D97-Alvar|D111-Alvar|D104-Alvar;D104-Suárez|D111-Suárez|D97-Suáriz;;;D97-San_Romano|D104-San_Romano;D97P100|D111P100|D104P100;;;;;;;;;;;;;;;;;;;D104|D111|D97;;;;;;;;;;;;;;D104Death_2|D97Death_2|D111Death_2;
Alvar Suárez;Alvar Suárez (P688 in AMSPO FSV);AMSPO-P688;Q16;AMSPO-P688;;;;;;;D81-Alvar|D110-Alvar|D85-Alvar;D85-Suáriz|D81-Suáriz|D110-Suárez;D85-Alfayate|D110-Alfayate|D81-Alfayate;;;;;;;;;;;;;;;;;;;;;;D110|D81|D85;;;;;;;;;;;;;;;
Alvar Suárez;Alvar Suárez (P685 in AMSPO FSV);AMSPO-P685;Q16;AMSPO-P685;;;;;;;D125-Alvar|D124-Alvar;D125-Suárez|D124-Suáriz;;;;D125PB1|D124PB1;;;;;;;;;;;;;;;;;;;D124|D125;;;;;;;;;;;;;;;
Alvar Suáriz;Alvar Suáriz (P684 in AMSPO FSV);AMSPO-P684;Q16;AMSPO-P684;;;;;;;D12-Alvar|D9-Álvar;D12-Suáriz|D9-Suáriz;;;D12-San_Romano;;D12P600;;D12P739;D12P721|D9P696;;;;;;D12P331|D12P154;;;;;;;;;D12|D9;;;;;;;;;;;;;;;
Alvar Suáriz;Alvar Suáriz (P686 in AMSPO FSV);AMSPO-P686;Q16;AMSPO-P686;;;;;;;D28-Alvar;D28-Suáriz;D28-Escudero;;D28-San_Romano;;;;;;;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Alvar Suáriz de la Pobla;Alvar Suáriz de la Pobla (P689 in AMSPO FSV);AMSPO-P689;Q16;AMSPO-P689;;;;;;;D54-Alvar|D31-Alvar|D33-Alvar|D88-Alvar|D21-Alvar|D99-Alvar|D29-Alvar|D103-Alvar|D14-Álvaro|D71-Alvar|D11-Alvar|D45-Alvar;D103-Suáriz de la pobla de Grado|D33-Suáriz de la Pobla|D45-Suáriz|D14-Suárez|D99-Suáriz|D11-Suárez|D88-Suáriz|D31-Suáriz de la Pobla|D21-Suáriz|D29-Suáriz de la pobla de Grado|D71-Suáriz|D54-Suáriz de la Pobla de Grado;D71-Escrivano;;;;;;;;;;;;;;;;;;;;;;D103|D11|D14|D21|D29|D31|D33|D45|D54|D71|D88|D99;;;;;;;;;;;;;;;
Alvar Suáriz de la Pobla;Alvar Suáriz de la Pobla (D45PB2 in AMSPO FSV);AMSPO-D45PB2;Q16;AMSPO-D45PB2;;;;;;;D45-Alvar;D45-Suáriz de la Pobla;;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
Alvar Suáriz de la pobla de Grado;Alvar Suáriz de la pobla de Grado (P690 in AMSPO FSV);AMSPO-P690;Q16;AMSPO-P690;;;;;;;D92-Alvar|D74-Alvar|D91-Alvar|D90-Alvar|D93-Alvar|D94-Álvaro|D78-Alvar|D71-Alvar|D70-Alvar|D95-Alvar;D95-Suáriz|D94-Suárez|D91-Suárez|D71-Suáriz de la pobla de Grado|D93-Suáriz|D70-Suárez|D78-Suáriz|D92-Suáriz|D90-Suáriz|D74-Suáriz;D78-Escripvano|D93-Escrivano|D91-Escrivano|D92-Escrivano|D74-Escrivano|D95-Escrivano|D90-Escribano|D70-Escrivano;;;;;;;;;;;;;;;;;;;;;;D70|D71|D74|D78|D90|D91|D92|D93|D94|D95;;;;;;;;;;;;;;;
Alvar Sánchiz;Alvar Sánchiz (P666 in AMSPO FSV);AMSPO-P666;Q16;AMSPO-P666;;;;;;;D5-Álvar|D33-Alvar|D28-Alvar|D115-Álvaro|D31-Álvaro|D70-Alvar|D44-Alvar|D11-Alvar|D45-Alvar;D28-Sánchiz|D44-Sánchiz|D115-Sánchez|D11-Sánchiz|D45-Sánchiz|D33-Sánchez|D70-Sánchiz|D5-Sánchiz de Pentenno|D31-Sánchez;;;;;;;;;;;;;;;;;;;;;;;D11|D115|D28|D31|D33|D44|D45|D5|D70;;;;;;;;;;;;;;;
Alvar Sánchiz de Pantenno;Alvar Sánchiz de Pantenno (P667 in AMSPO FSV);AMSPO-P667;Q16;AMSPO-P667;;;;;;;D33-Alvar|D31-Alvar;D33-Sánchiz de Pentenno|D31-Sánchiz de Pantenno;;;;;;;;;;;;;;;;;;;;;;;D31|D33;;;;;;;;;;;;;;;
Andreo Martíniz;Andreo Martíniz (P375 in AMSPO FSV);AMSPO-P375;Q16;AMSPO-P375;;;;;;;D2-Andreo|D27-Andreo;D2-Martíniz|D27-Martíniz;D27-Notario;;;;;D2-Notario póblico del rey en Oviedo;;;;;;;;;;;;;;;;;D2|D27;;;;;;;;;;;;;;;
Andres Pérez;Andres Pérez (P497 in AMSPO FSV);AMSPO-P497;Q16;AMSPO-P497;;;;;;;D109-Andres;D109-Pérez;;;;;;;;;;;;;;;;;;;;;;;D109;;;;;;;;;;;;;;;
Andrés Ferrándiz de Villanova;Andrés Ferrándiz de Villanova (P171 in AMSPO FSV);AMSPO-P171;Q16;AMSPO-P171;;;;;;;D56-Andrés;D56-Ferrándiz de Villanova;;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Andrés Yánnez;Andrés Yánnez (P738 in AMSPO FSV);AMSPO-P738;Q16;AMSPO-P738;;;;;;;D64-Andrés;D64-Yánnez;;;;;;;;;;;;;;;;;;;;;;;D64;;;;;;;;;;;;;;;
Apariçio Fernándiz;Apariçio Fernándiz (P172 in AMSPO FSV);AMSPO-P172;Q16;AMSPO-P172;;;;;;;D9-Apariçio;D9-Fernándiz;D9-Pellitero;;;;;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Apariçio Pérez de la Rúa;Apariçio Pérez de la Rúa (P498 in AMSPO FSV);AMSPO-P498;Q16;AMSPO-P498;;;;;;;D22-Apariçio;D22-Pérez de la Rúa;;;;;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Arias Garçía de Texedo;Arias Garçía de Texedo (P262 in AMSPO FSV);AMSPO-P262;Q16;AMSPO-P262;;;;;;;D109-Arias;D109-Garçía de Texedo;;;;D109P188;;;;;;;;;;;;;;;;;;;D109;;;;;;;;;;;;;;;
Bartolomé Alffonso;Bartolomé Alffonso (D21PB1 in AMSPO FSV);AMSPO-D21PB1;Q16;AMSPO-D21PB1;;;;;;;D21-Bartolomé;D21-Alffonso;;;;D21P43;;;;;;;;;;;;;;;;;;;D21;;;;;;;;;;;;;;D21Death_1;
Bartolomé Alfonso;Bartolomé Alfonso (P5 in AMSPO FSV);AMSPO-P5;Q16;AMSPO-P5;;;;;;;D127-Bartolomé|D128-Bartolomé|D126-Bartolomé;D127-Alfonso;;;;;D127P154|D128P154;;D128P103;D127P645|D128P645|D127P21|D126P21|D128P21|D126P645;;;;;;;;;;;;;;;D126|D127|D128;;;;;;;;;;;;;;;
Bartolomé Iohanniz;Bartolomé Iohanniz (P347 in AMSPO FSV);AMSPO-P347;Q16;AMSPO-P347;;;;;;;D6-Bartolomé;D6-Iohanniz;D6-Carpentero;;;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Bartolomé Pérez;Bartolomé Pérez (P500 in AMSPO FSV);AMSPO-P500;Q16;AMSPO-P500;;;;;;;D89-Bartolomé|D91-Bartolomé|D90-Bartolomé|D92-Bartolomé|D93-Bartolomé;D91-Pérez|D93-Pérez|D90-Pérez|D92-Pérez|D89-Pérez;;;;;;D89-Notario público del rey en Oviedo|D90-Notario público del rey en Oviedo|D93-Notario público del rey en Oviedo|D91-Notario público del rey en Oviedo|D92-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D89|D90|D91|D92|D93;;;;;;;;;;;;;;;
Bartolomé Pérez;Bartolomé Pérez (P499 in AMSPO FSV);AMSPO-P499;Q16;AMSPO-P499;;;;;;;D52-Bartolomé;D52-Pérez;D52-Alfayate;;;;D52P346;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Catalina Gutiérriz;Catalina Gutiérriz (P326 in AMSPO FSV);AMSPO-P326;Q16;AMSPO-P326;;;;;;;D10-Catalina;D10-Gutiérriz;;D10P487;;;D10P39;;D10P721;;;;;D10P154;;;;;;;;;;;D10;;;;;;;;;;;;;;;
